A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S ,T,U,V,W,X,Y,Z
6.64845348890017,6.08295796380146,8.31776577661317,10.4780569932478,10.2792956580424,10.3595891975217,15.9915010782373,8.20758925270245,11.2542750898819,12.6180781676738,1000,5.82685243393011,19.4382617515586,9.83158321514142,10.5602242950958,6.92753310305371,16.7525270389266,6.67275221046665,7.57788603631959,10.0550334492501,8.3146954252547,15.2196435902403,10.5019354642455,5.77666863628998,7.9750124996671,13.3989724648686
23.8144178943977,8.07225395256854,12.4946288199213,13.6303134200647,8.02739830155725,6.76421262351014,4.37682684320356,9.12036228771978,4.38996988852197,8.25004565216614,11.874996138386,1000,6.48505213430973,7.11536227302087,7.05909674658952,8.40527200243355,10.8724714039749,17.4365477485932,11.4384907987594,6.89246968446409,10.7364338660842,7.91687450312565,9.13831397454141,9.38299493468493,15.020126069956,14.7136401524801
18.1566732968624,5.5069423961421,11.5311055812214,9.36543418207069,8.99288990377875,11.7145456604305,3.95290566803001,7.76620812579388,5.97927267354011,5.43852297067081,8.85481535546801,10.0835822968887,1000,10.3742400019147,14.2807684219685,10.7140364566586,16.2720302809301,17.322892968449,7.85003256299543,4.45639740025274,15.6976146071446,15.7281518442625,7.13076154098718,9.63142559727204,18.8620034391228,8.59523369849853
9.15790483878972,12.5605424905405,10.8094388440245,5.33156391166261,13.3051418980143,8.51931597156101,5.4599775869739,22.8284862872958,6.16279528636643,4.49757670748508,16.6366101703643,14.9015810481889,9.51902497214523,1000,8.31007084487334,15.2823506915988,13.8037026815979,9.62353661319677,10.7614181083533,5.41313653950641,4.33781644687997,11.5671308121741,8.26471958506828,8.64058056584007,15.4283173778867,11.9321409459627
10.4892228525982,16.7318284002552,7.42660247505979,11.0245350422334,7.03851697039816,5.46660221071098,11.6781722433802,8.71892086698201,6.54070298680572,13.7671030956663,8.29615411047947,9.46580682629112,14.4259018555636,4.61663769369708,1000,7.32405430632668,13.7130080484692,12.3702380801244,10.302718429481,12.2669800775775,16.9585301312322,13.6720558241055,4.39650749382967,8.1197698309142,7.19677136398746,12.9031922979828
3.46305661371622,4.81140372494688,5.66519640568551,4.5366788131405,6.29384754687991,8.22652297731434,5.95201843438402,7.86602084316423,7.14502507286244,13.2209447016091,13.6607972722749,12.6005816683845,7.21945302117693,14.5748872185744,9.48928071679577,1000,27.6615120050891,4.93244760120501,5.89102938334458,8.40859137965956,7.4555098186448,9.71091513296658,7.99991154666936,15.0130320160094,5.77420807802303,3.31032507594922
5.24106458634405,11.4245749850994,7.7016779018237,10.1992484041564,5.28962222897665,9.49295849195695,9.96658004905777,10.7497402089829,5.91040009632077,13.3716681269055,7.30878517615334,14.1359500297621,9.12964073138669,7.12277793891555,8.1425250827704,5.76438514255664,1000,10.5902327457176,8.41660852631342,7.26887919342259,6.05658724095488,12.0324304646863,10.0492777428861,6.0141893188637,7.25123603597405,8.28928485161962
12.4213306257202,7.69212979821419,7.27859118360538,5.86887576129625,8.17190314807668,8.68383439043764,19.0354587457406,11.0054316916679,4.25817370501779,8.12741675770636,7.39758226562124,6.47831421498224,14.0405611820334,11.1545323155133,9.72157088163548,5.92304312428439,7.45835056059601,1000,11.3255068029989,9.04557249382681,5.53819153370481,13.1500638782286,3.13897386675411,4.21971795112229,6.32519413617865,5.82453276025723
7.10215310978666,16.173104200036,6.21792651558584,9.02526239463999,8.44710241849603,4.61401632654827,8.68197460343643,17.945464558685,12.9382977319156,11.2701928749746,4.63817348445414,10.4099901682462,5.05896105692391,3.95092645288859,18.0225285693817,18.6395262600369,2.81112789867355,6.80844093576853,1000,8.56390368572657,12.3954344805356,5.49878124848915,1.98280656535145,12.5740163784131,13.3908616021204,20.4387376566787
9.51811816946643,5.88972693012783,7.51309378608953,6.4430471667944,9.46264464762926,6.98918246581204,5.14011878279282,10.0088477660768,13.0504004628386,9.6951427588076,7.93981184320778,2.30384352264796,14.5745312277464,9.45974486948586,9.05802637029051,15.2385798632422,7.61609445527003,7.52533589020965,9.16959146984862,1000,22.1375328585739,8.71505734924286,4.43145920602046,11.5508136195083,7.63880660296389,19.1709305826031
14.5033860188774,24.8515777376035,9.92316225153577,7.71697366362751,14.9005813568826,13.615916929,9.07372451065364,9.52413571916094,9.62320317938549,7.37629078590205,11.584803519623,11.6439759171809,11.2345622461904,10.3534161473407,11.4138646656994,13.2733303920194,15.4883013115939,10.7457061941923,15.6854224363335,10.66891898957,1000,14.5478915855264,7.79282970265577,6.32644697307636,9.20828093577016,6.41419084703266
6.97116473254586,1.74550390121446,11.3831617798089,7.21187139558276,12.3429827335954,9.40626221124222,6.22501631287762,12.8494563193999,4.81033644331145,13.5257266550926,10.2489224399009,15.6464408773633,15.4253419198244,9.49258130414497,11.3886853373502,11.4892362777203,1.19279136926061,7.03021567691033,11.2295089968952,8.2611438521354,4.23086599686799,1000,12.4108696559129,5.59480837648049,6.90202900929852,5.18716534739997
8.86889818256184,18.0989511750454,5.73975724460939,9.15279464549374,4.92266301331958,8.71719309586781,7.42806742791205,9.75913316052639,10.4697004215158,6.86144482129338,9.33574470228153,12.0851679660114,14.2160104931436,5.25674206703349,10.7174318430898,10.1677649112888,6.16828934761879,15.3370948717881,15.5043960014791,8.32959907591219,7.65968561619351,9.79015563622471,1000,12.5430112271784,18.974492611669,16.7996132728886
7.0557792532494,18.4169872000431,8.26557162600704,12.4049425291349,7.00650181557595,10.2376875408001,8.475450192679,16.3233815596318,2.60709263722502,4.64658489273469,6.13885844014,21.5316783832262,25.7068832158272,8.93362922647085,13.7823465433182,3.37802098547166,11.2806092486965,6.76072660368068,5.60909854447695,4.28420800305565,8.95332778507225,4.83325067076579,17.1675213353598,1000,10.4662721596772,8.03807680703118
3.9302335985103,9.42335540408647,4.61873090485213,19.0630234198193,4.2640108171335,18.5337565824596,5.09905361304981,12.2709805201874,14.4660612336381,5.05943054204101,4.72250759469337,4.04759320363245,12.5257864227207,6.97034010257405,8.20884846205187,8.30961314155203,10.990485630871,6.43817722605998,7.07970731729013,15.767084875648,4.61695985081693,4.40372041420353,6.83812920127756,6.62531088652355,1000,9.38552095620872
6.29666686452232,7.98638693807077,11.0562953947088,9.92574571955287,10.4188936963844,8.82467277748486,16.5456124493368,3.91275788911432,11.9434885891596,6.65206159667042,9.9809027701796,3.86459397392314,9.68482022651839,7.75884578353853,9.73471020925246,8.11029853864278,7.86133126957323,20.2808714749978,11.3730922228459,8.96696138804158,9.42688564292598,11.2244362428853,6.08818263773625,15.7448729905497,3.82069124015936,1000
